X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17
-0.9467101580554852,-0.3322573217545312,0.6011892745425287,-0.3190727028403377,-0.6666666666666666,-0.3225988568093602,0.4772004241781552,-0.8387012214629087,-1.5837918607820147,0.3478947993883567,-1.051177829808543,-0.6031716293623234,-1.11484894395969,-0.1460603559107525,-0.0619051976272744,-0.7582763833987911,0.3791958686831451
-0.6127222268253724,-0.3322573217545312,0.6011892745425287,-0.3328546863557894,-0.3333333333333333,-0.3218692523244202,0.4581124072110282,-0.6487400390007491,-1.6122354952997102,0.3615941233203432,-1.0182502652946952,-0.2905120665605561,-1.169184096281551,0.5308771892189947,-0.1023815464055301,-0.6988037334338414,0.3600147547030614
-0.6586674458101315,-0.3322573217545312,0.6011892745425287,-0.2951460511655092,-0.6666666666666666,-0.3286912116795033,0.3997883351007426,-0.7347620141524506,-1.6380710149284132,0.3172482469157958,-1.000051245678836,-0.2029742352515545,-1.2282991396706138,0.3126153278996887,-0.0845245563647352,-0.7220352473624089,0.3762449280708265
-0.6316230931342747,-0.3322573217545312,0.6011892745425287,-0.4543157630176108,-0.6666666666666666,-0.3062091860402756,0.6914108165429486,-0.5519658454523619,-1.6415905313428811,0.3852341568475081,-1.0018209381105116,-0.1238530182543431,-1.2615322087489482,0.1887220288255702,-0.0845245563647352,-0.6082007648819722,0.3541128734784243
-1.0554427989856754,-0.3322573217545312,0.6011892745425287,-0.2772148648044649,-0.3333333333333333,-0.3149185392367034,0.5312833510074235,-0.7849396597041265,-1.6339285359209428,0.335203004185483,-1.0104022486179407,-0.2012321246104129,-1.284969126086204,0.1190497093621065,-0.0345247867647678,-0.7178534592404444,0.3127997049059385
-0.0828913967866253,-0.3322573217545312,0.6011892745425287,-0.371313876731272,-0.6666666666666666,-0.3135392006646781,0.4644756097560976,-0.605727407211144,-1.6521259212559394,0.3604002423661315,-0.9992303161196736,-0.2396139028587306,-1.3011965216097483,0.076032361397631,-0.0476194081088967,-0.747589848453376,0.3127997049059385
-1.0033182987278513,-0.3322573217545312,0.6011892745425287,-0.3722829339748147,-0.3333333333333333,-0.3307569054131468,0.4305413573700962,-0.7132575773590825,-1.657264251468222,0.3529667188546099,-0.9876591541916296,-0.2678916853623967,-1.2531000340434428,-0.0824800641221454,-0.0797621876680692,-0.7671044743064687,0.2680457395794939
-0.2366615359159015,-0.3322573217545312,0.6011892745425287,-0.351662094251853,-0.6666666666666666,-0.3188693069246205,0.6680809119830338,-0.8315329192733325,-1.648746530486687,0.328357761996368,-0.9947708809444266,-0.2195996158706505,-1.2479994267415009,-0.1277037626739014,0.0011901807455353,-0.7313278529338355,0.2946012541497612
-0.19565776721257,-0.3322573217545312,0.6011892745425287,-0.4360750833077535,-0.3333333333333333,-0.3285306423527026,0.5906680805938491,-1.046586212938832,-1.6769690986692758,0.3250690872010697,-1.0085279425958502,-0.182807444402196,-1.2378865397274796,-0.1257164316443791,-0.0345247867647678,-0.821001406775466,0.2827974917004818
-0.168060817292643,-0.3322573217545312,0.6011892745425287,-0.3514904404119868,-0.6666666666666666,-0.3305862280069496,0.4655354188759286,-1.0214973901629971,-1.6440865925022274,0.3002533930243743,-0.9957251366546214,-0.2662551385499631,-1.2582160675723484,-0.0244157812198534,-0.0297624180681018,-0.7782555239156329,0.2695182589450405
